review,label
상상력을 발휘시키는 재미있는 요즘 시대를 통괄하는 게임,1
게임시 계속 튕기는 문제가 있습니다.고쳐주세요!!!!,0
지루한 생존게임..... 어렵다 복잡하다 욕나온다 ,0
너무 하드하지도 않으면서 재미는 재미대로 챙긴 게임. 최근에 가장 많이 하는 게임이다 추천!,1
재밌긴한데 제대로합시다,1
오래전에하던 프리랜서란 게임이랑 아주 흡사해서 좋음. 평가별로라 오래 찜만해놓고 있었는데 이젠 갓겜이네 ,1
그래픽 보고 샀는데 그래픽만 좋음 npc 버그 장난아니고 게임한지 30분도 안됐는데 벌써 버그 3개를 찾음 바로 집중력떨어짐 그리고 장면 열심히 만든거 알겠는데 너무 김 스킵도 없음,0
ㅅㅂ 넌 나에게 마치 전여친이였다 사랑했다 잘살아....,0
너무 늦게 시작해서 아쉬운 게임,1
퀄리티 높은 SF게임 하고싶다면 추천 전문적으로 하는것보단 가볍게 하면 할만하다고 생각됨 저는 그냥 미션러너만 하고 밀 벌려고 위험한건 안해도 만족중! 컨페서 멋있어서 타고 싶었는데 어찌저찌 삿음ㅎㅎ 오메가 그냥 돈주고 사면 맘편함,1
이거 3 언제나옴??,1
ㅈ망겜,0
"플레이 시간 : 약 17시간 난이도 : 보통 퍼즐 : 간단 총평 : ★★★★☆ 처음 나왔을 당시  뛰어난 그래픽으로 많은 주목을 받았던 라오툼입니다 전작에선 사람죽이기 좋아하는 똘1게1이인줄 알았는데 이제보니 그냥 도파민 중독자네요 훌륭한 리부트의 후속작인데 전작에 비해 상호작용, 활용할 요소/무기들도 많아졌고 무엇보다 뛰어난 그래픽에서 오는 몰입감이 아주 좋습니다 달성도 100%목표로 꼼꼼히 플레이하려했으나 어느정도 파밍하고 나니 늘 비슷한 방식의 어드벤처게임처럼 흘러가서 빠르게 스토리 진행했습니다 굳이 스팀에서 살 필요는 없고 에픽스토어에서도 몇번 무료로 뿌린 적이 있으니 에픽에서 받으셔도 됩니다 쉐오툼까지는 좀 뇌절이라서 라오툼까지는 꼭 해보시길 강력 추천합니다",1
"초반에는 큰 흥미를 못느껴서 방치햇다가 최근에 버그 픽스 등 갓겜됏다해서 다시 해봣더니 정신 차리고 보니 2회차 갈기구 DLC랑 모든 픽서퀘까지 다 끗냇어용,, 조니 등장하는 순간부터 심장이 쿵쾅쿵ㅇ쾅 너무 재밋엇슴니다 ㅠ_ㅠ 더 게임을 즐기고 싶은데 이제 할게 업어서 아쉬워요 .. ..... 다음 패치나 DLC가 나올 가능성은 거의 없다고 들었지만 계속 바라게 되네요!!!!!",1
정작 들어가면 서버의 고통받지만 잊을수 없는 손맛으로 끊을수 없는 대체불가능한 게임. 서부스타일 총기류를 좋아한다면 좋아할것이고 한발한발이 얼마나 중요한지 느끼게해줌 ,1
"[장점] 1. RPG 좋아하면 할만한 전략게임 (캐릭 키우는 맛이 있다) 2. 역사 배경지식이 부족해서 문명에 뽕 안차는 나같은 사람(좋아하는 나라도 없고 각 문명에 대한 지식도 없음)은, 새로운 세계관을 알려주는 엑스컴이 더 나은 듯  [단점] 1. 감나빗, 남의 얘기인줄 알았다 2. 보급품 먹는데 5일이 걸린다 치면, 3일차에 다른 임무 떠서 보급품 못 먹음  [총평] 재미는 있는데 가볍게 하는 게임이 아님. 다른 게임들 먼저 하고 나중에 천천히 다시 할 것",0
졸음운전 시뮬레이터 키보드 휠 패드 세개 다해봤는데 다 잤음 최고의 수면제,0
한글패치 막혔습니다.,0
아니 시발 엑스컴 1때 지구 잘 지켰잖아... 이새끼들 왜 점령당한건데,0
"일단 프롬 게임 특유의 불친절함은 그대로다. 본인은 블러드본, 세키로 완료. (세키로가 제일 쉬웠다.)  0. 두번 죽었지? 룬은 이제 없어. 프롬게임에서 제일 좆같은 것. 이게 이 게임을 비추천하는 제일 큰 이유다. 걍 좆같다.  1. 난이도가 엇갈리는 필드몹들 특히 파름 아즈라의 몹들 전부 난이도가 천지차이다. 같은 적인데, 어느때는 널널하고, 다른 때는 2방에 죽는다. 레벨업 직전 모든 룬이 사라질 때 게임을 접을까 말까  망설이게 한다.  2. 일단 죽어보고 배우라는 선생님들 ( feat 적대적 캐릭터 ) 역시 프롬게임의 적대적 캐릭터들의 높은 데미지는 그야 말로  최악이다. 보스는 물론 정예 몬스터 처음 상대하다가 5초도 안돼서 죽는다. 패턴을 파악하기 까지 몇시간 또는 1-2일을 소비한다. 지친다.  3. 일단 죽어보고 다른데 가라는 선생님들 ( feat 적대적 캐릭터들 ) 애매 모호하거나, 딜이 잘 안박히고, 역시 내가 맞는 것도  매우 아프다. 10번 리트라이 해보고 안돼면 다른 곳에서  레벨링 노가다를 하고 와야 한다.  4. 퀘스트 목록 좀 구현해 달라고 퀘스트 목록 만들어 주는게 그렇게 힘든가? 처음 보는 npc의 이름, 지역 이름도 아직 못외우는데, 무엇을 어디서 어떻게 해달라는지 잊어먹는다. 메모가 필수다. 80년대 울티마 시리즈를 했지만,  이 게임은 울티마보다 너무 안알려준다.  5. 아이템은 어떻게 쓰는건지 아직도 모르겠음 예를 들어 독기름을 무기에 바른다는데, 안써짐. 어떻게 하는 건지 알려는 줘야 할거 아냐? 아이템은 있는데 써먹게 만들어야지. 그냥 썪히게 놔두나?  - 이런 게임을 만든 회사는 새디즘에 심취해 있는거 같고, 이 게임을 열렬히 칭찬하는 자들은 마조히즘 성향이 있는거 같다. 특정 던전은 수십번을 죽어도 기믹의 파악이 힘들다. 유튜브 영상을 보면 기가 차다. 저런걸 어떻게 알아내냐고...  이 게임을 클리어 한 사람들은 내 평가를 보고 비웃겠지. 똥손이라 이 평가를 한다고.  - 게임은 스트레스를 풀려고 하는거지, 스트레스 받으려고 하는게 아니다.  적절한 난이도로 사용자의 긴장을 높임과 동시에 긴장을 풀어줘야 한다고 생각한다.  하지만 이 게임은 광활하고 아름다운 배경에 심취하기도 전에, 언제 나를 죽이려 달려들까 하는 긴장감만 들게 만든다. 내가 레벨을 많이 올려도, 초반 지역에서 조차 방심을 하면 골로간다. 프롬게임은 원래 자비가 없다.  몇 시간, 이틀 걸려 보스를 격파하면 성취감 보다 허탈감만 느낀다. 아니 오히려 욕이 더 나온다. 조금의 방심은 HP 절반 또는 그 이상의 피해를 보게 만든다. 아직도 많은 사람들이 기피해 한다는 '다키스트 던전'은 양반이라고 생각함.  - 프롬만의 공식은 이제 지친다. '소울류'라는 게임은 이제 피곤하다.  아니, 짜증난다. 불합리한 건 없는데, 그냥 짜증난다.  추천하는 사람들은 많지만, 스트레스 받고 싶지 않은 사람들은 권하고 싶지 않다. 아니, 생각도 하지 말라고 하고 싶다. 그냥 유튜브를 보는게 훨씬 낫다.  스토리 또한 블러드본을 보는 거 같다. 대축복의 본 모습, 레날라와 전투 ...  '아... 이 회사는 블러드본 + 소울에서 못 벗어나겠구나' 라는 생각이 들게됨.",0
"- 지붕 위에 못올라가게 만들던지 죄다 올라갈 수 있게 사다리를 추가하던지해야한다    이런 게임을 지금 두번째 해보는거같은데, 일반 RTS류 게임에서 병사 시점이 궁금하다면 사서 해보면 된다  분명하게 얘기하지만 반응속도나 정확함으로 실력을 겨루는 타 FPS와는 거리가 먼 게임이니 유의할것, 엔트리하면 죽는다. 코너에서 나가려거든 공중지원부터 불러야하고 없으면 걍 거기 쳐박혀있다가 죽으면 되겠다. 좆같은 전쟁터에 온 것을 환영한다 병신아  왜 비추천해요 하고 물어볼 사람들 있을거같아서 첨언하자면, 내가 느끼기에는 게임이 존나게 루즈해서 그렇다. 나처럼 그냥 유저끼리 총 쏘는 게임을 하고싶다면 살 게임이 아니다. TRPG같은 역할놀이 좋아하시는분들이 사서 으쌰으쌰 하면 재밌을지도 모르겠다",0
좋아요!,1
나 좀 그만 쏘라고,0
분명 첨에 만들때 걍 대충 고대종족 오뤄퀸이 텐노라는 사이버스페이스닌자를 만든 대충 나머지 다죽이는겜으로 시작해서 스토리 살을 붙여가면서 킹픈월드니 레이드니 이거저거 치덕치덕 발라대서 구워버리니 어떻게 괜찮은 도자기하나가 만들어졌다.  베타때랑 메사나올때 하다가 몇년마다 띄엄띄엄하던 입장에서는 뭐 킬때마다 스토리가 지맘대로 뒤죽박죽 바뀌고 오픈월드는 맨날 쳐 나오고 근접무기도 직접 만들기 시작하더니 이름도 abi-amiless 요지랄 나는거 같더니만 융합무기니 niami-ssibal 같은 쿠바무기같은거 볼때마다 머리가 아파지고 캐릭은 또 뒤지게 많아서 롤 같이 매시즌마다 맨날 추가되니까 옆집 김서방 아랫집 박처자부터 별에별 있는컨셉 없는컨셉 다 짜서 나오는거 계속 보다가 현타와서 접음 겜 자체는 나쁘지 않음 ,1
진짜 재밌는거 같은데....,1
한국어 음성지원도아니고 한국어 자체지원도 안되서 좀아쉽다... 한국어만이라도 지원해주신다면 엄청나게 발전한다고 생각함..ㅇㅇ~,0
분대 시스템이 있지만 아무도 분대활동을 안함.,0
"4에 비해 압도적으로 향상된 그래픽이나 미니맵을 지워서 화면에 집중하게 하는 방법은 적응하면 나쁘지 않은데 뭐랄까.   불쾌하다는 느낌이 강하게 든 작품.   기왕 사이비 다루기로 했으면 사이비종교들이 저지른 사기짓이나 범죄행위들이 이미 데이터 상으로 많이 나와있으니 그걸로 작품을 그렸으면 괜찮았을 것 같은데. 그냥 답정너 엔딩들이고 불쾌할 따름임.   그래도 소똥냄새, 진득한 남부악센트 풍길법할 미국 아웃도어에서 사이비 머리에 납탄 박는 것은 재밌음. 페이스 시드는 그림에서 이쁘고 인게임 그래픽은 뭔.",0
뛰다 죽고 일어서다 죽고 가만히 있어도 죽고 리스폰 되자마자 죽고 걍 뭘하든 일단 죽음,0
인생 게임 테라리아 컨텐츠도 다양하고 무엇보다 멋있는 무기들이 보는 맛이 있습니다. 2주만에 70시간 순삭 했으니 시험기간인 학생분들은 조심하세요!,1
턴제 게임중에 이거만큼 쫄깃한 경우가 음슴,1
씨발 젖태양 좆같은 련아,0
버그가 없어졌다고는 하지만 그래도 가끔 플레이 불가능한 버그가 있어서 껏다 켜야됨 애프터라이프 주디 편집하는 곳에 갇힌다던가 그런 버그가 있음...,0
미친듯이 쓸어버리거나 조용히 죽이며 은행 터는 게임 돈을 벌어서 캐릭터 능력을 업그레이드 하거나 장비를 사서 더 많은 돈을 버는 게임 타격감은 살짝 아쉽고 정신이 없는 경우가 많음,0
역시 근본은 워프레임이지   퍼디 시즌1보고 짜게 식어서 다시 왔따,1
시리즈 역사상 가장 좋은 ost와 미국 컨트리 내에서 진행된다는 공간적 재미가 있음,1
멀티로하세요 친구없으면 하지마세요,1
가성비노동,0
"아직 별로 못해봤는데, 할만한거 같아요.  조금 더 해보고 다시 써볼께요",1
근데 진지하게 저 뉴비임 드립아님 ㄹㅇ,0
추천할만한 게임!!,1
"세일해서 골드 11,000원에 구매.  내가 주인공이 되는 것보다는 고대 그리스에 있는 듯한 느낌에 가깝다고 생각함. 눈이 즐겁지만 마음이 즐거운 것과는 미묘한 차이가 있음. 뭐 전형적인 유비식 오픈월드 특징임. 채색되어 알록달록한 그리스 곳곳의 신전과 아름다운 절경은 시각적으로 재미있음. 예쁜 에메랄드 빛깔의 바다와 신화에 입각한 뽕맛 나는 여러 장소들 등. 또한 이러한 배경에서 신화 속 그리스 전사가 되어 성장하고, 화끈하게 죄다 때려 부수는 맛이 일품임. 초반과 중반까지는 돈과 자원이 덜 드는 암살 위주 세팅으로 플레이하다가, 후반에 모아둔 템으로 제대로 전사 세팅을 하고 시원하게 날아다니니까 그동안의 인내를 보상받는 느낌이었음.  알피지스러운 성장 방식에 대해서는 개인적으로 호에 가까움. 애초에 어쌔신 크리드 시리즈가 암살 액션 게임이지, 잠입 암살만이 주인 게임이 아니기 때문이라고 생각하기 때문임. 비유하자면 아케이드 레이싱과 시뮬레이션 레이싱 게임의 차이가 아닐까 싶음. 그리고 육성을 어떻게 하느냐에 따라 얼마든지 예전처럼 암살 위주의 플레이도 가능하기 때문에, 플레이 방식이 다양해진 것은 마음에 들었음.  맵 곳곳이 복붙처럼 느껴진다는 것에 대해서는 어느 정도 쉴드가 가능하다고 봄. 애초에 완전한 판타지가 배경이 아니고, 그리스 지역을 축소 재현한 것이기에 흔히들 원하는 지역별 다채로움을 바랄 수는 없을 듯. 거기까지는 이해가 충분히 가능함. 근데 유비식 물음표 지우기는 언제 봐도 물리고 역겨움. 적성에 맞는 사람이면 몰라도, 나처럼 쓸데없이 물음표 지우는 것에 집착을 가지다가 혼자 지치지 말길, 제발. 그리고 서브퀘는 단순 소소한 글귀와 이야기가 있을 뿐 입체적으로 구성되어 있지 않으며 단순 반복에 불과함. 어느덧 서브퀘에 대해서는 스킵충이 되어가는 내 자신을 발견하게 되었음.  언젠간 아틀란티스에 가겠지... 하는 마음으로 이 게임에 대한 감상 정리 겸 리뷰나 써 봄.  결론: 충분히 뽕차고 재미있는 게임이기는 하지만, 하다 보면 유비 게임은 세일 가격이 정가라는 것이 재확인된다.",1
죽을 때마다 오기가 생겨서 시간 가는 줄 모르고 계속하게 됩니다. 처음 샀을 때는 가끔씩만 하다가 어느 순간 하데스만 하고 있는 저를 발견하게 됐습니다.,1
"여기가 한국인가 노르망디인가,,,",1
가끔 돌려도 재밌음  모드 많은 맵들 탐방하는 재미  정가주고 살필요는 없음  사골같은 게임 심심하면 다시하게됨,1
늙어서 못하겠다 이제는.. 뭐가이렇게 많이 바꼇노..,0
방송으로 볼 때 제일 재밌는 게임,0
"보더랜드 1, 2, 3 다 해본 뒤 소감.  1, 2편 =  정신 나간 세계 속에서 시니컬하면서도 뭔가 레드넥스러운 털털한 유머들로 점철된 스토리텔링으로 끝까지 경청하게 만드는 힘이 있었음. 게임 자체는 그닥 재미없었음.  3편 = 전작들에 비해 게임 자체는 재밌는데, 스토리텔링이 완전 괴로움. 새로 들어온 시나리오 라이터가 먼 짓을 한 진 모르겠지만, 전작에 쌓아둔 모든 설정과 떡밥, 서사 등은 다 좆까고 붕괴시키는 것도 모잘라, 게임 내 모든 중요 등장인물들을 아바라는 어디서 굴러들어온지 모를 천애고아 개뼈다구같은 년 하나 똥꼬 빠는데 급급하게 만듬. 또 위 아바 하나 띄워주려고 멀쩡한 전작 주인공 1명도 죽여버림, 사전적 단어 의미의 메리 수 그 자체임. 그리고 메이헴인지 뭔지 지들도 감당 못할 병신같은 컨텐츠 만들어서 무기들 중 'S급은 아니지만 쓸만해요 ㅎㅎ' 정도의 무기들은 아예 명함조차 못 내밀게 급을 가르게 만듬. 메이헴10에선 아예 극소수 S급 아니면 딜도 안 박힘.  거기에 전작에선 하지도 않던 PC 선전질을 무쟈게 함. 강제로 못생긴 게이남캐 둘 키스를 보게 만든다던지, 전작의 미녀 캐릭터들을 의도적으로 얼굴 좆박게 만들었다던지 등등  90% 세일 아니면 사지 말 것을 추천",0
친구들과하면 아주 재미있어요 한번친구랑 해보세요!!  ,1
"[b]""당신은 지금 이 넓은 광야를 지키는 임무를 맡은 감시원입니다.""[/b]  자신의 힘들고 어두웠던 과거, 삶을 벗어나 새 출발을 하듯 주인공은 자신이 살던 지역에서 벗어나 이 공원을 지키는 감시원이라는 직업을 지원, 맡게 됩니다.  이 게임의 주 목적은 공원을 돌아다니며 수상한 행적이 없는지 모험하면서 동시에 이 공원이 안전할 수 있도록 감시하는 일입니다. 평소에는 무전기를 상호작용하여 감시관과 대화하는 일이 잦고, 감시원을 위한 지원 물품들을 통해 행동하고 탐험합니다.  그리고 의외로 미스터리한 구석이 스토리에 등장하기도 하면서, 이 게임을 하는 플레이어들에게 호기심을 만들어주기도 합니다. 본질 자체는 '모험'을 주제로 두고 있지만 의외로 다양한 상황들이 발생하면서 감시원으로서의 역할을 요구하기도 합니다.  기대 이상으로 최근에 즐겼던 게임 중 만족감은 물론 열심히 몰입하여 즐겨볼 수 있었던 것 같습니다. 모험이나 탐색에 관심이 있거나, 혹은 전경이 확 트이는 배경미, 사람과 대화하는 것 중 한 가지라도 관심이 있다면 권해드리고 싶습니다.",1
생존형 게임 좋아하고 한 게임 오랫동안 하는거 좋아하는 사람에게 추천.  난 재밌었음.,1
왜 빨리 안 했지?,1
정신병  ,0
그냥 은행 쳐들어가서 막 쏴죽이고 은행 터는 게 아닌 나름 퀄리티가 높은 잠입게임 이 게임을 하고 나면 당신도 은행털이범이 될 수 있습니다,1
개 재밌음 ㄱㄱ ,1
그냥 좋은 게임이지ㅋㅋ,1
어려운데 하다보니까 시간 훌쩍 지나감. 문명같은 느낌. 계엄령 떨어진 것도 모르고 플레이함. 크킹 하다가 정보 보려고 유튜브 켰는데 계엄이라길래 뭔소린가 했더니 리얼월드에서 계엄령이 내려짐. 크킹보다 한국이 더 다이내믹함. 크킹은 분발해야할 듯.,1
재밌긴한데 친구 시/^발 새끼가 같이 하자했으면서 지는 접음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
퀄리티 좋고 스토리도 낫베드고 괜찮은데 난 왜 재미가 없냐,0
굉장히 재미있습니다,1
재밌는 게이임,1
타임라인 케이드의 운명 버그 걸려서 진행이 안됨  8만원 주고 dlc샀는데 이게 뭔 짓거리인지 모르겠네  병신같은 게임 절대 하지도말고 사지도 말아라,0
왕도 자격이 있어야 한다.  난 딱 망나니 자격이 맞더라,0
내 취향에는 안맞는거같음..,0
다시해도 재밌다.,1
겜적으로만 보면 확실히 중독적이고 잼있음 3으로 접한 뉴비가 2800시간이나 한거 보면 그만한 입증이 되지 않나함 ,1
근데 이렇게 재미지게 만들 실력은 있는데도 코로나 핑계 인력 감축 핑계 삼아서 이거 밖에 못만들었다라는 입장 표명한게 보기 매우 안좋음 코로나 여파가 뼈아픈건 인정하지만 그렇다고 그걸 주된 이유로 삼을 입장도 아니라는거임  쨋든 각설하고 정말 재밌게 한건 맞지만 dlc 출시 계속하면서 만들다만 수준으로 출시하거나 내용물은 별거 없는데 사기적인 무기로 내용물 채우는 행위가 맞물리면서 한편으론 매우 실망스럽기도함 차기작도 곧 있으면 나올 예정일텐데 잘 나오길 빌겠음,0
끼기기기기긹!!!! (콰가가가랅) 쾅! (삐비비빅!) (차량 충돌 벌금) x3    F7 -> 견인 -> 고용주 오열 (트레일러랑 짐 박살) -> 플레이어 오열 (트럭 박살)    -> 은행 대출 5만 유로 더 받기...,0
ㅄ겜,0
조금 찍먹해봤는데 재밌어요,1
어렸을 때 다들 아크 안봣어??????  왜 아무도 나랑 아크 해주지 않는거야 ㅜㅜ   공룡 개 멋있다고!!!!   짱 재밌다고!!!! 모드도 개 많다고ㅠㅠㅠ 같이 해줄 사람 구합니다ㅜㅜㅜㅜㅜㅜㅜ,1
존존존존존잼 질리지않음,1
점프 뛰면서 제발 제발 때리지 마 제발 제발 죽이지 말아주세요 제발 제발 제발ㅈ제발 제발 데젭ㅈ[빌ㄹㄹㄹ  했는데 자꾸 죽음,0
할게 너무 많아;,0
와 웬만하면 억지로라도 해보는데 이겜은 진짜 노답이다 ㅋㅋㅋ 스토리 똥망 그냥 게임 자체가 좀 열받음,0
쓰레기 게임,0
"일단 그래픽이 좋은편은 아니여서 컴 사양 구려도 웬만해선 돌아감,하지만 사람이 매우적은편으로 평일은 저녘시간때 주말은 오후?정도는 되어야 사람이 있음.그리고 할인할때 사길 추천 개인적으로 만원값은 한다고 생각하지만 돈아까우면 할인할때 사면됨.",0
내 80시간 어디감?,1
모드와 사설방이 함께라면 당신도 특수부대 멀티에선 의문사가 넘쳐나는 한 톨의 먼지,0
저능아들이나 할만한 쓰레기 게임. 이걸 돈주고 사느니 니네 엄마한테 맛있는거 사드려라,0
아 재밌어..,1
제발 서버 안정화해주거나 한국서버 만들어줘 ㅜㅜ 개꿀잼인데....,1
1.게임을 끌려고 하면 농작물이 하루남아있어서 다음날까지 하게된다. 2.농작물을 수확하고 가공하면 빈 농작지가 보인다. 3.그 빈농작지를 채우기 위해 씨앗을 다시 사고 심는다. 4. 그러다보면 하려고하다가 까먹은 일들이 생각난다. 5. 씨앗을 다심고 까먹은 일을 하러간다. 6. 이제 1을 다시 반복한다.  살려줘 무한루프에 갇혔어....,1
계속 하다 보면 중국어 가능해질듯,0
으헤헤헤ㅔㅔ헤헤헤ㅔㅔ 폭기격은 재어밌 으헤헤헤ㅔㅎ ㅍㅗㄱ탄이 간닳헤헤헤헤헤헤헤,1
이게 게임이냐 오또케 이럴 수가 있쮜이~~? 6티어부터 본겜 시작하는 수준이네 애들이 너무 잘 쏴 그냥 일반 PC 월탱 수준임 ㅋㅋㅋ 딱 5티어 까지는 애들이 다 망청해서 개돌격 하는데 6티어부턴 애들이 잘 쏜다 아프더라고 7티부턴 실력겜이야 ㅋㅋ,0
[총평] 역사에 큰 관심이 없으니까 뽕을 느끼지 못하고 몰입이 안됨. 문명이 재미없는건 다행일지도..?,0
음~~ 중후한 똥맛.... 자꾸 맡게되는....,1
제발 부디 삭제하세요,0
진짜 갓 게임 친구랑 같이하면 더 재밌음,1
뭐라는거야 지금 시작했는데.,1
도파민에 절여지지 않은 시간 빌게이츠만,1
쫄깃쫄깃함,1
망할 업적...,0
시간이 날라감,1
대규모 패치인줄 알았으나 대규모 튕김 현상은좀,0
쒸발 ui 개 븅신같이 만들고 튕기기도 ㅈ같이 튕기는 개 븅신 게임,0
"5600원으로 수백만에 달하는 다양한 퀄리티와 난이도의 레벨을 플레이하고, 무궁무진한 가능성을 지닌 에디터 모드로 나만의 레벨을 창작하고, 수십시간을 들여 하디스트를 갱신하며 값진 쾌감을 얻을 수 있는 가성비 미친 게임",1
완전 개꿀르 잼  ,1
구ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅅ  ,1
경쟁사에 비해 그래픽도 안 좋고 현질 유도도 매우 심함,0
인생을 갈아넣은 게임,1
자비같음. 쌈뽕함,1
스토리는 너무 아쉽긴 하지만  총 쏘는 데에서 나오는 재미 하나 만큼은 데스티니보다 낫다고 생각함  한글화에 말이 나오긴 하지만 DLC까지 싹 다 풀더빙은 맘에 듦,1
그냥 하셈,1
"목표설정을 스스로 해야하는 게임. 반복적인 파밍 과정과 그 결과로 인해 획득되는 다양한 세팅 구성의 즐거움을 원한다면 큰 매력을 느끼게 될 것입니다. 스페이스 오페라나 전신 슈트, 서브컬쳐에서 묘사되는 일본 닌자의 이미지를 좋아하는 사람이라면 이 게임을 더욱 재미있게 즐길 수 있습니다. 반면 스스로 게임의 목표를 설정하고 이를 위해 노력하는 것을 그닥 즐기지 않는 플레이어라면 별다른 매력을 느끼지 못할 것입니다.",1
무한 힐링 받고 갑니다ㅜㅜ,1
좆뺑이,0
여캐 보고 삼,1
최고의 후속 지원~ 그러므로 최고의 게임,1
둘다 많이 안해보긴 했는데 확실히 6보다 나은듯  이걸 진작 사는건데,1
그냥 사 개재밌어,1
스토리도 흥미진진하며 온라인or싱글 둘다가능하고 사양이 높지않아서 좋다. 용량이 높은게 아쉬웠다,1
찍먹해봤는데 재밌네요,1
여전히 개판,0
핵쟁이도 너무 많구요 게임 할만하면 강퇴시키네요? 돈 지른게 아깝습니다.,0
"스토리모드 엔딩 + 브레이크다운을 약간 해본 소감.  1. 있을 건 다 있는 생존게임  기대치를 너무 높게 잡지 않는다면 분명 재미있습니다. 거주지를 구하고, 파밍하며 발전시키고, 생존자를 모으고, 생존자를 육성하고... 이 모든 시스템들이 그렇게 깊이있게 만들어져있진 않지만, 기본적인 구색은 갖추어져 있습니다. 메인 스토리 미션을 제외하면 몇가지 정해져 있는 패턴의 미션을 반복하는 노가다 플레이를 하게 되지만, 노가다 플레이에 내성이 있다 + 기대치를 높게 잡지 않는다면 그럭저럭 재미있게 플레이 하실 수 있을 것 같습니다. 물론, 초반을 지나 거주지가 어느정도 안정적으로 굴러가기 시작하게 되면, 그 때부터는 좀 지루해지긴 합니다.   또한, 게임이 어느정도 익숙해지면 생존자들을 잘 살려서 거주지를 꾸려가게 되긴 하지만, 내가 실수를 하지 않아도 생존자들이 죽게 되는 경우가 종종 있습니다. 물자를 회수해오다가 죽는다던지, 스토리 미션 중 물자를 배달해주는 역할로 출동했다가 죽는다던지, 뜬금없이 전염병이 돌아 죽이거나 거주지에서 추방해야하는 미션이 발생한다던지... 기본적으로 생존자 캐릭터에 깊이가 없기 때문에 캐릭터 하나하나에 애정을 붙이기는 어려운 게임이기는 합니다만, 그래도 이런 극적인 순간이 오면 괴롭게 되고... 하는, 생존 게임으로서 충분히 해볼만한 작품이라 생각됩니다.  2. 현실 시간 반영 시뮬레이션  호불호가 매우 갈릴 수 있는 시스템입니다. 이 게임을 사실 분들은 꼭 이 점을 염두에 두셔야할 것 같습니다. 이 게임은 게임을 끌 때 컴퓨터의 시간을 확인해 시간을 기록해두고, 다시 게임을 실행했을 때 다시 컴퓨터의 시간을 확인하여 그 시간 동안 거주지와 생존자의 상황을 시뮬레이션 합니다. 레딧 같은 곳을 읽어보니 최대 48시간까지 시뮬레이션이 되며, 그 이상 게임을 플레이하지 않았을 경우에는 48시간 만큼만 시뮬레이션하여 거주지와 생존자의 상태에 변화를 주는 것 같습니다. 그런데 이렇게 시뮬레이션이 되면 모아두었던 자원이 소모되고, 게임을 끌 때의 상황에 따라 멀쩡했던 생존자들이 죽게 되는 경우도 발생합니다. 게임을 자주 플레이할 수 없고, 가볍게 생각나면 한번씩 하려는 분들에게는 정말 나쁜 시스템입니다. 레딧 같은 곳을 보면, 이 시스템이 오히려 좋다는 분들도 있으나, 상당히 많은 분들이 이 시스템에 불만을 가지신 듯 한데요. 이 시뮬레이션을 막아주는 런처가 이 YOSE 버전 전에는 작동했었으나 YOSE 버전에서는 작동하지 않는 관계로, 막을 방법이 없습니다. 이 게임을 구매하시려는 분들은 반드시 이 점을 고려하시어 구매하셔야겠습니다.  3. 종합하면,  이미 후속작이 나온 게임이기도 하고 워낙 출시된지 오래되기도 한 게임이라, 가급적 세일할때 구매하실 것을 추천드립니다. 노가다 플레이를 싫어하지 않는다 + 위에 말씀드린 현실시간 반영 시뮬레이션 시스템이 문제 없을 것 같다는 분에 한정지어서요.    ",0
돈에 미친 게임,0
와~게임은 좋은데 VR은 왜 비행기 안주나요?...그냥 게임을 구입한사람들은 비행기 주고 브이알만 구입한사람은 안주고 이거 불공평한거 아닙니까?...,0
전 아직 고인물이 아니긴 합니다만  데가는 인생입니다    번지일해라,1
"레식 재미있긴한데 좀 그럼, 이거 약간 카레맛 똥 같은 느낌인거같은데?",0
"다섯판을 해서 3판이 접속 종료 팀원이 있고, 1판은 트롤이 있었다. 내 아까운 반나절이 그냥 날아감",1
이 게임으로 PC게임을 하는 이유를 알았습니다. 제 인생 게임!,1
개잼잇다,1
정처없이 여행을 떠나는게 목적인 게임  나는 우주선과 함선 무기를 모으는 걸 목표로 했지만 사람에 따라서 플레이 방식이 크게 달라질듯 함 다만 목표를 직접 정해야 하는 게임이기에 퀘스트마커가 없을 때 불안증세에 시달리는 유형이라면 추천할게 못 됨,0
할만함 솔직히. 좀 무섭긴해 ㅋㅋ;;,1
이젠 말할수있다 갓겜,1
진짜 개재밋다,1
핵만 없으면 참...,0
너무 핵이 많아요,0
뭐 대충 시간은 잘가더이다,0
우주 탐험 조아,1
로블록스 + 좀보이드 친구랑 같이 해서 재밌었습니다.,1
